id,candidate_type,priority_score,capability,visual_dependency_gap,normal_f1,control_max_f1,question,gold_answer,normal_prediction,human_action,human_note
lingoqa_eval_000077_hard_negative_spatial_reasoning,hard_negative_spatial_reasoning,5.1588,spatial_localization,-0.0794,0.45,0.5294,"What factors influence the adjustment of your speed, and why is it important to do so?",I must adjust my speed according to the distance with the car in front and the speed limits.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""the speed of the vehicle, the weather conditions, the distance to the front car, the yaw rate, the gear, and the time."",   ""reason"": ""the image shows a street with buildings and trees, indicating that the vehicle is driving in an urban area. the presence of traffic signs and the road markings suggest that the driver needs to adjust the speed based on these factors."" } ```",keep_fix_or_drop,
lingoqa_eval_000037_hard_negative_spatial_reasoning,hard_negative_spatial_reasoning,5.1528,spatial_localization,-0.0764,0.1379,0.2143,"What is the current action and its justification? Answer in the form ""action, justification"".","The car is clearing the intersection while moving to the right lane, in order to overtake the cyclist on the left.","```json {   ""task"": ""external_vqa"",   ""answer"": ""stop, waiting for the traffic light to change"",   ""reason"": ""the car is stopped at a red traffic light with no visible movement of other vehicles"" } ```",keep_fix_or_drop,
lingoqa_eval_000052_hard_negative_spatial_reasoning,hard_negative_spatial_reasoning,5.0592,spatial_localization,-0.0296,0.2667,0.2963,"What is the current action and its justification? Answer in the form ""action, justification"".","The car starts and accelerates, because the vehicles in front are pulling away at the junction due to the green traffic light.","```json {   ""task"": ""external_vqa"",   ""answer"": ""stop, waiting for the traffic light to change"",   ""reason"": ""the car is stopped at a red traffic light"" } ```",keep_fix_or_drop,
lingoqa_eval_000075_wrong_image_confound,wrong_image_confound,4.6174,other,-0.3087,0.3,0.6087,How is the car impacting your driving?,The car is not impacting my driving as I need to stop for the red light.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""the car is stationary"",   ""reason"": ""the car's dashboard is visible, indicating it is not moving"" } ```",keep_fix_or_drop,
lingoqa_eval_000078_wrong_image_confound,wrong_image_confound,4.5714,counting,-0.2857,0.0,0.2857,How many parked vehicles can you see on this street?,"Zero parked vehicles, but many stationary.","```json {   ""task"": ""external_vqa"",   ""answer"": ""12"",   ""reason"": ""There are 12 parked vehicles visible along the street."" } ```",keep_fix_or_drop,
lingoqa_eval_000044_wrong_image_confound,wrong_image_confound,4.3334,object_recognition,-0.1667,0.3333,0.5,Are there any traffic lights? What color are they showing?,No traffic lights.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, there are traffic lights. They are showing red."",   ""reason"": ""There are multiple traffic lights visible in the image, with one showing red."" } ```",keep_fix_or_drop,
lingoqa_eval_000049_wrong_image_confound,wrong_image_confound,4.3334,object_recognition,-0.1667,0.5,0.6667,"Is there a traffic light in sight? If so, what color is it exhibiting?","Yes, green.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, red"",   ""reason"": ""a traffic light is visible in the image, displaying a red signal."" } ```",keep_fix_or_drop,
lingoqa_eval_000065_wrong_image_confound,wrong_image_confound,4.3,other,-0.15,0.25,0.4,What should you pay attention to in this scenario?,Should pay attention to the state of the lights as they are red so we must stop.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""pay attention to other vehicles and pedestrians"",   ""reason"": ""the image shows a busy street with multiple vehicles and people, indicating the need to be cautious of others."" } ```",keep_fix_or_drop,
lingoqa_eval_000009_wrong_image_confound,wrong_image_confound,4.0,other,0.0,1.0,1.0,Is there any traffic in your lane preventing you from moving forward?,No.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the road is clear with no visible traffic in the lane"" } ```",keep_fix_or_drop,
lingoqa_eval_000020_wrong_image_confound,wrong_image_confound,4.0,other,0.0,0.3333,0.3333,Is any vehicle stopped at the zebra crossing?,There is no zebra crossing.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the image shows a street with vehicles moving forward, but there is no visible zebra crossing where a vehicle would be stopped."" } ```",keep_fix_or_drop,
lingoqa_eval_000021_wrong_image_confound,wrong_image_confound,4.0,reasoning_world_knowledge,0.0,0.4444,0.4444,Why are you changing lane?,I am not changing lane. I am overtaking the cyclist within the current lane.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""I am changing lane because I need to merge onto the main road."",   ""reason"": ""The driver is approaching a junction where they need to change lanes to continue driving down the street."" } ```",keep_fix_or_drop,
lingoqa_eval_000023_wrong_image_confound,wrong_image_confound,4.0,counting,0.0,1.0,1.0,How many cyclists are on the road?,0,"```json {   ""task"": ""external_vqa"",   ""answer"": ""0"",   ""reason"": ""There are no cyclists visible on the road in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000025_wrong_image_confound,wrong_image_confound,4.0,other,0.0,1.0,1.0,Is it safe for you to proceed through the intersection?,Yes.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes"",   ""reason"": ""the traffic light is green"" } ```",keep_fix_or_drop,
lingoqa_eval_000028_wrong_image_confound,wrong_image_confound,4.0,counting,0.0,0.3333,0.3333,How many motorcyclists can you see?,I can see 1 motorcyclist.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""1"",   ""reason"": ""There is only one motorcycle visible in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000040_wrong_image_confound,wrong_image_confound,4.0,other,0.0,0.4,0.4,Are there any cyclists in this image?,There are no cyclists.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""there are no cyclists visible in the image"" } ```",keep_fix_or_drop,
lingoqa_eval_000042_wrong_image_confound,wrong_image_confound,4.0,spatial_localization,0.0,0.3333,0.3333,Is there traffic in the opposite direction?,"Yes, in the right lane.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes"",   ""reason"": ""There is traffic in the opposite direction as indicated by the presence of multiple vehicles including cars and a bus."" } ```",keep_fix_or_drop,
lingoqa_eval_000059_wrong_image_confound,wrong_image_confound,4.0,object_recognition,0.0,0.4,0.4,"Are there any traffic lights present? If so, what is the color displayed by the lights?","Yes, green to yellow.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, the traffic light is yellow."",   ""reason"": ""There are multiple traffic lights visible in the image, with one displaying a yellow signal."" } ```",keep_fix_or_drop,
lingoqa_eval_000062_wrong_image_confound,wrong_image_confound,4.0,spatial_localization,0.0,1.0,1.0,"Are there any buses in this image? If yes, where are they located?",No.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""There are no buses visible in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000064_positive_grounding,positive_grounding,4.0,object_recognition,1.0,1.0,0.0,What is the color of traffic lights at this intersection?,Green.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""green"",   ""reason"": ""The traffic light in the image is green."" } ```",keep_fix_or_drop,
lingoqa_eval_000069_wrong_image_confound,wrong_image_confound,4.0,object_recognition,0.0,0.4,0.4,"Are there any traffic lights in the vicinity? If yes, what colors are they displaying?","Yes, they are green.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes"",   ""reason"": ""There are traffic lights visible in the image, with green lights indicating that vehicles can proceed."" } ```",keep_fix_or_drop,
lingoqa_eval_000070_positive_grounding,positive_grounding,4.0,other,1.0,1.0,0.0,Are there pedestrians crossing the road?,Yes.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes"",   ""reason"": ""There are people visible crossing the road at the intersection."" } ```",keep_fix_or_drop,
lingoqa_eval_000085_wrong_image_confound,wrong_image_confound,4.0,other,0.0,1.0,1.0,Should you yield to any vehicle when going straight at this intersection?,No.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the car is stopped at a red light, indicating it should not yield to other vehicles."" } ```",keep_fix_or_drop,
lingoqa_eval_000089_wrong_image_confound,wrong_image_confound,4.0,object_recognition,0.0,0.3077,0.3077,"Is there a traffic signal present? If there is, what color is being exhibited?","Yes, it is red as the vehicles ahead are stopped.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, red light"",   ""reason"": ""There is a traffic light visible in the image with a red light illuminated."" } ```",keep_fix_or_drop,
lingoqa_eval_000090_wrong_image_confound,wrong_image_confound,4.0,other,0.0,0.2857,0.2857,What is the road speed limit?,"20, according to the lane markings.","```json {   ""task"": ""external_vqa"",   ""answer"": ""20"",   ""reason"": ""The road has a speed limit of 20 mph indicated by the white circle with the number 20 on it."" } ```",keep_fix_or_drop,
lingoqa_eval_000091_wrong_image_confound,wrong_image_confound,4.0,spatial_localization,0.0,1.0,1.0,Are you permitted to make a right turn at this specific location?,No.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the bus is turning right"" } ```",keep_fix_or_drop,
lingoqa_eval_000092_positive_grounding,positive_grounding,4.0,counting,1.0,1.0,0.0,How many parked cars can you spot on the left?,1,"```json {   ""task"": ""external_vqa"",   ""answer"": ""1"",   ""reason"": ""There is only one parked car visible on the left side of the street."" } ```",keep_fix_or_drop,
lingoqa_eval_000093_wrong_image_confound,wrong_image_confound,4.0,object_recognition,0.0,0.4,0.4,"Are there any traffic lights present? If yes, what color are they displaying?","Yes, green.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, red light"",   ""reason"": ""There are traffic lights visible in the image, with one showing a red light."" } ```",keep_fix_or_drop,
lingoqa_eval_000095_wrong_image_confound,wrong_image_confound,4.0,spatial_localization,0.0,0.2,0.2,Are there any cyclists in this image?,"Yes, there are 2 cyclists in the left lane.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes"",   ""reason"": ""There are cyclists riding bicycles in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000098_wrong_image_confound,wrong_image_confound,4.0,other,0.0,1.0,1.0,Can you spot any emergency vehicles in this image?,No.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the image shows a street with buildings and parked cars, but no emergency vehicles are visible."" } ```",keep_fix_or_drop,
lingoqa_eval_000030_language_prior_confound,language_prior_confound,3.9712,other,-0.2356,0.0769,0.3125,Do you need to speed up? State the reason for your answer.,"If doing the speed limit there is no need to speed up, if below the speed limit speed up to the limit and maintain speed.","```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the car is stationary with no visible speedometer or gear indicator."" } ```",keep_fix_or_drop,
lingoqa_eval_000019_language_prior_confound,language_prior_confound,3.9196,object_recognition,-0.2098,0.1538,0.3636,"Are there any traffic lights present at this intersection? If so, what is the color displayed?",There are traffic lights displaying blinking amber.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, the traffic light is yellow."",   ""reason"": ""There are multiple traffic lights visible in the image, with one displaying a yellow signal."" } ```",keep_fix_or_drop,
lingoqa_eval_000015_language_prior_confound,language_prior_confound,3.9,other,-0.2,0.0,0.2,Can you spot any traffic sign? What do they indicate?,I cannot spot any traffic sign.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes"",   ""reason"": ""there are traffic signs visible in the image"" } ```",keep_fix_or_drop,
lingoqa_eval_000084_language_prior_confound,language_prior_confound,3.7092,object_recognition,-0.1046,0.1176,0.2222,"Are there any traffic lights present at this intersection? If so, what is the color displayed?",There are traffic lights and they are switching from red and amber to green.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, red light"",   ""reason"": ""There are multiple traffic lights visible in the image, with one displaying a red light."" } ```",keep_fix_or_drop,
lingoqa_eval_000003_positive_grounding,positive_grounding,3.6667,other,0.6667,1.0,0.3333,Can you spot any pedestrians crossing the road?,No.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""There are no pedestrians visible crossing the road in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000029_positive_grounding,positive_grounding,3.6,object_recognition,0.8,0.8,0.0,"Are there any traffic lights present? If yes, what is the color of the lights?","Yes, red.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, red light"",   ""reason"": ""There are traffic lights visible in the image, and they are showing red."" } ```",keep_fix_or_drop,
lingoqa_eval_000067_language_prior_confound,language_prior_confound,3.5,spatial_localization,0.0,1.0,1.0,Is it safe to overtake the bus?,No.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the bus is in front of the cyclist and there is no visible space to safely overtake"" } ```",keep_fix_or_drop,
lingoqa_eval_000080_language_prior_confound,language_prior_confound,3.5,other,0.0,0.25,0.25,"Is there any traffic in your lane? If there is, what types of vehicles are present?",There is no traffic in my lane.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the road is empty with no visible vehicles"" } ```",keep_fix_or_drop,
lingoqa_eval_000034_positive_grounding,positive_grounding,3.3333,object_recognition,0.3333,1.0,0.6667,"Are there any traffic lights present? If so, what is the color displayed by the lights?",Yes. The traffic light is red.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, the traffic light is red."",   ""reason"": ""There are multiple traffic lights visible in the image, with one displaying a red signal."" } ```",keep_fix_or_drop,
lingoqa_eval_000076_positive_grounding,positive_grounding,3.2,reasoning_world_knowledge,0.6,0.6,0.0,Why can you start in this instance?,Because the light turns green.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""the traffic light is green"",   ""reason"": ""the traffic light is green"" } ```",keep_fix_or_drop,
lingoqa_eval_000054_positive_grounding,positive_grounding,3.0,object_recognition,0.5,0.5,0.0,"Are there any traffic lights present? If so, what is the color displayed by the lights?","Yes, green.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, the traffic light is green."",   ""reason"": ""There are multiple traffic lights visible in the image, and all of them display a green signal."" } ```",keep_fix_or_drop,
lingoqa_eval_000002_positive_grounding,positive_grounding,2.9333,object_recognition,0.1333,0.8,0.6667,"Are there any traffic lights on your lane? If yes, what are their color?","Yes, green.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, green light"",   ""reason"": ""There are traffic lights visible in the image, with one showing a green arrow."" } ```",keep_fix_or_drop,
lingoqa_eval_000094_all_settings_failed,all_settings_failed,2.8076,other,-0.1538,0.0,0.1538,"What is the current action and its justification? Answer in the form ""action, justification"".","The car remains stopped and then accelerate slightly, as the traffic light turns green but pedestrians finish crossing the road at the pedestrian crossing.","{""task"": ""external_vqa"", ""answer"": ""stop"", ""reason"": ""the traffic light is red""}",keep_fix_or_drop,
lingoqa_eval_000073_positive_grounding,positive_grounding,2.8,counting,0.4,0.4,0.0,How many cyclists are there?,There are 3 cyclists.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""3"",   ""reason"": ""There are three cyclists visible in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000056_positive_grounding,positive_grounding,2.7297,reasoning_world_knowledge,0.2297,0.5,0.2703,Is it safe to enter the intersection at this time? Why?,"Yes, it is a protected intersection and my traffic light is green. The pedestrian is unlikely to start crossing, but I should pay attention to her.","```json {   ""task"": ""external_vqa"",   ""answer"": ""Yes, it is safe to enter the intersection as the traffic light is green."",   ""reason"": ""The traffic light is green, indicating that vehicles can proceed through the intersection safely."" } ```",keep_fix_or_drop,
lingoqa_eval_000005_positive_grounding,positive_grounding,2.6667,spatial_localization,0.2381,0.4286,0.1905,"What is the current action and its justification? Answer in the form ""action, justification"".","The car starts, because the traffic lights turn green.","{""task"": ""external_vqa"", ""answer"": ""the traffic light is green"", ""reason"": ""the traffic light is green""}",keep_fix_or_drop,
lingoqa_eval_000050_all_settings_failed,all_settings_failed,2.6666,other,-0.0833,0.0,0.0833,"What is the current action and its justification? Answer in the form ""action, justification"".","Drive slightly accelerate straight, the lights are green and there is enough space between us and the lead vehicle.","{""task"": ""external_vqa"", ""answer"": ""stop"", ""reason"": ""the traffic light is red""}",keep_fix_or_drop,
lingoqa_eval_000014_positive_grounding,positive_grounding,2.5714,object_recognition,0.2857,0.2857,0.0,"Are there any traffic signals? If yes, what is the color displayed?","Yes, the traffic light is green.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes"",   ""reason"": ""There are traffic lights visible in the image, with one displaying a green light."" } ```",keep_fix_or_drop,
lingoqa_eval_000039_positive_grounding,positive_grounding,2.5333,object_recognition,0.2,0.3333,0.1333,"Are there any traffic lights present at this intersection? If so, what is the color displayed?",There are three lights displaying the same signal and it is green.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, the traffic light is green."",   ""reason"": ""The traffic light is visible in the image and appears to be green."" } ```",keep_fix_or_drop,
lingoqa_eval_000001_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many cyclists are there?,Zero.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""0"",   ""reason"": ""There are no cyclists visible in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000006_all_settings_failed,all_settings_failed,2.5,weather_road_condition,0.0,0.1026,0.1026,"Considering the scenario, what should be your appropriate speed and steering behavior?","The lane is clear so we can drive at the speed limit. However, we should be driving with caution because it is raining. Steering behaviour should continue straight.","```json {   ""task"": ""external_vqa"",   ""answer"": ""slow down and steer towards the right side of the road"",   ""reason"": ""the road appears wet and slippery, indicating poor weather conditions that may affect traction and visibility."" } ```",keep_fix_or_drop,
lingoqa_eval_000007_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many pedestrians are crossing the road?,"5 pedestrians crossing the road, 2 right in front of the car, 2 further away, and one to the right.","```json {   ""task"": ""external_vqa"",   ""answer"": ""1"",   ""reason"": ""There is one pedestrian crossing the road."" } ```",keep_fix_or_drop,
lingoqa_eval_000008_all_settings_failed,all_settings_failed,2.5,object_recognition,0.0,0.0,0.0,What color are the traffic lights showing?,Green.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""red"",   ""reason"": ""the traffic light is red"" } ```",keep_fix_or_drop,
lingoqa_eval_000012_all_settings_failed,all_settings_failed,2.5,weather_road_condition,0.0,0.0,0.0,What is the weather like?,It is raining.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""overcast"",   ""reason"": ""the sky appears overcast with no visible sunlight or shadows."" } ```",keep_fix_or_drop,
lingoqa_eval_000013_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many cyclists are on the road?,2,"```json {   ""task"": ""external_vqa"",   ""answer"": ""There are two cyclists on the road."",   ""reason"": ""Two cyclists can be seen riding bicycles on the road."" } ```",keep_fix_or_drop,
lingoqa_eval_000017_all_settings_failed,all_settings_failed,2.5,spatial_localization,0.0,0.0,0.0,What kind of vehicles are in front of you?,Cyclist.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""bicycles"",   ""reason"": ""The image shows two cyclists riding ahead of the car."" } ```",keep_fix_or_drop,
lingoqa_eval_000018_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many pedestrians are crossing the road?,2,"```json {   ""task"": ""external_vqa"",   ""answer"": ""3"",   ""reason"": ""There are three pedestrians crossing the road."" } ```",keep_fix_or_drop,
lingoqa_eval_000027_all_settings_failed,all_settings_failed,2.5,spatial_localization,0.0,0.0,0.0,Should you stop? Why yes or why not?,"You shouldn't completely stop, but you should slow down since you're overtaking 2 cyclists and steering to the right but at the same time there is another cyclist coming from the opposite direction. You should give plenty of space to all 3 of them.","```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the car is moving forward"" } ```",keep_fix_or_drop,
lingoqa_eval_000033_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many motorcyclists can be seen?,There is one motorcyclist behind the truck on the opposite lane.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""1"",   ""reason"": ""A single motorcycle is visible on the right side of the road."" } ```",keep_fix_or_drop,
lingoqa_eval_000035_all_settings_failed,all_settings_failed,2.5,other,0.0,0.0,0.0,"What is the current action and its justification? Answer in the form ""action, justification"".","The car stops, as it reaches an intersection with red traffic lights and pedestrians crossing the road.","{""task"": ""external_vqa"", ""answer"": ""skateboarding"", ""reason"": ""There are people skateboarding on the street.""}",keep_fix_or_drop,
lingoqa_eval_000038_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many pedestrians can be seen?,None.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""1"",   ""reason"": ""There is one pedestrian visible in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000041_all_settings_failed,all_settings_failed,2.5,reasoning_world_knowledge,0.0,0.0,0.0,Can you proceed forward at this moment? Explain why or why not.,Once the pedestrians move out of the way it is then safe to proceed because the lights are green and road clear.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""no"",   ""reason"": ""the traffic light is red"" } ```",keep_fix_or_drop,
lingoqa_eval_000045_all_settings_failed,all_settings_failed,2.5,other,0.0,0.0,0.0,"What is the current action and its justification? Answer in the form ""action, justification"".",I am crossing the intersection because the traffic light is green.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""stop"",   ""reason"": ""the truck is stopped at a red light"" } ```",keep_fix_or_drop,
lingoqa_eval_000046_all_settings_failed,all_settings_failed,2.5,reasoning_world_knowledge,0.0,0.0,0.0,Should you come to a full stop? Why?,"No, the lights are green and we have enough room to avoid the jaywalker.","```json {   ""task"": ""external_vqa"",   ""answer"": ""yes"",   ""reason"": ""the car is approaching a pedestrian crossing with traffic lights, indicating that it should come to a full stop."" } ```",keep_fix_or_drop,
lingoqa_eval_000048_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many cyclists are on the road?,There is no cyclist on the road.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""1"",   ""reason"": ""A cyclist is visible riding on the road."" } ```",keep_fix_or_drop,
lingoqa_eval_000051_all_settings_failed,all_settings_failed,2.5,reasoning_world_knowledge,0.0,0.0,0.0,To which vehicle should you yield? Why?,None.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yield to the cyclists"",   ""reason"": ""the image shows a group of cyclists riding on the road, and it is common practice to yield to cyclists when approaching them."" } ```",keep_fix_or_drop,
lingoqa_eval_000053_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many parked cars can be seen on the right of the road?,"There are some parked cars on the right, but they are too far away to count.","```json {   ""task"": ""external_vqa"",   ""answer"": ""3"",   ""reason"": ""There are three parked cars visible on the right side of the road."" } ```",keep_fix_or_drop,
lingoqa_eval_000058_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many cyclists are there?,There are no cyclists.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""0"",   ""reason"": ""There are no cyclists visible in the image."" } ```",keep_fix_or_drop,
lingoqa_eval_000061_positive_grounding,positive_grounding,2.5,reasoning_world_knowledge,0.25,0.25,0.0,Should you enter this intersection? Why?,I should enter the intersection after the pedestrians finish crossing the road since the lights are blinking amber.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""Yes, you should enter this intersection."",   ""reason"": ""The traffic light at the intersection shows a green signal, indicating it is safe to proceed."" } ```",keep_fix_or_drop,
lingoqa_eval_000068_all_settings_failed,all_settings_failed,2.5,counting,0.0,0.0,0.0,How many cyclists are there?,"1, in the left lane.","```json {   ""task"": ""external_vqa"",   ""answer"": ""There are two cyclists."",   ""reason"": ""Two cyclists are visible on the left side of the road, one closer to the camera and another further away."" } ```",keep_fix_or_drop,
lingoqa_eval_000074_all_settings_failed,all_settings_failed,2.5,object_recognition,0.0,0.0,0.0,What color are the traffic lights?,I don't see any traffic lights in my vicinity.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""red"",   ""reason"": ""the traffic light is red"" } ```",keep_fix_or_drop,
lingoqa_eval_000079_positive_grounding,positive_grounding,2.5,object_recognition,0.25,0.25,0.0,"Can you spot a traffic light? If yes, what color is being shown?",Yes. The traffic light is green.,"```json {   ""task"": ""external_vqa"",   ""answer"": ""yes, red"",   ""reason"": ""Traffic lights are visible in the image, with one showing red."" } ```",keep_fix_or_drop,
